trial,task,gait,Force CV,Cost of Transport,Average CSI,Time of Completion

1,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.2922792821315714,2.113862785910042,0.664969523126556,58.104166666666664
2,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.35074041095511105,2.174208269045727,0.6471882188974438,38.175
3,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.3554693249965688,2.017669544548835,0.6393178735434826,39.225
4,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.24107942262625232,1.9627759024630538,0.6089665146289875,37.454166666666666
5,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.25973737016784737,1.929213815569328,0.6550326280403324,35.65833333333333
6,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.2530653691126572,2.0066121823215592,0.6657948063309431,35.90416666666667
7,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.35596608685375386,2.1149223035263094,0.618306620329535,37.075
8,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.30841892122418796,1.8453874829933206,0.5683918783484412,25.904166666666665
9,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.273669941128523,1.9516669178865416,0.6053351950175347,34.891666666666666
10,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.3575118280807478,2.028543669290775,0.6701953579169383,44.65833333333333
11,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.3144301707068825,1.9446312603090747,0.5909110502834173,29.741666666666667
12,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.4036828451579574,1.94214817601225,0.638921473479886,37.979166666666664
13,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.2515219135882368,2.0074701235624355,0.6315767245821033,37.94583333333333
14,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.26053481693820724,2.063770274490342,0.5985960006129246,33.46666666666667
15,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.3309922348161841,2.085897232738818,0.5809107640645242,29.779166666666665
16,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.24181964692112298,2.0257464804955303,0.5911630269172087,32.81666666666667
17,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.2507932845820743,2.074357327958331,0.6479027680513031,34.78333333333333
18,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.2976788356400786,2.074013760969221,0.6569029905320879,32.87083333333333
19,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.22058636569457307,1.9032335395540094,0.5547034716661119,34.020833333333336
20,HIGH-FRICTION RAMP-STAIRS,UNDULATION,0.23307974501434647,1.8578532338344091,0.6032662672604254,40.016666666666666

